Agency,Client ID,Quarter,Baseline,DOB,DOB_Cat,Gender,Race,MaritalStatus,HighestEd,HousingType,HHAdults,HHChildren,CriminalBackground,ZipCode,date,Residential,TANFClient
IRC,160168,2019 Q2,1,1/1/1990,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,0,,75231,4/1/2019,,0
IRC,160169,2019 Q2,1,1/1/1998,1991-2000,Female,Black or African American,Single,Less than HS,Rents,1,1,,75243,4/1/2019,,0
IRC,160170,2019 Q2,1,3/15/1980,1971-1980,Female,Asian,Married or Domestic Partnership,Less than HS,,3,0,,75092,4/1/2019,,0
IRC,160171,2019 Q2,1,6/15/1983,1981-1990,Male,Other,Married or Domestic Partnership,Associate Degree,Rents,2,1,,75231,4/1/2019,,0
IRC,160173,2019 Q2,1,7/30/1993,1991-2000,Female,White,Married or Domestic Partnership,Unknown,Rents,2,1,,75206,4/1/2019,,0
IRC,160174,2019 Q2,1,5/11/1960,1951-1960,Male,White,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,1,0,,75231,4/1/2019,,0
IRC,160175,2019 Q2,1,1/1/2001,2001-2010,Male,Asian,Married or Domestic Partnership,Unknown,Homeless,1,0,,75238,4/1/2019,,0
IRC,160176,2019 Q2,1,8/6/1996,1991-2000,Female,White,Single,"HS, GED, or equivalent",Rents,2,0,,75240,4/1/2019,,0
IRC,160177,2019 Q2,1,4/19/1994,1991-2000,Female,Asian,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,3,,75231,4/1/2019,,0
IRC,160178,2019 Q2,1,11/6/1997,1991-2000,Male,White,Single,Less than HS,Rents,1,0,,75243,4/1/2019,,0
IRC,160179,2019 Q2,1,8/27/1992,1991-2000,Female,Asian,Married or Domestic Partnership,Less than HS,Rents,1,0,,75067,4/1/2019,,0
IRC,160180,2019 Q2,1,5/5/1989,1981-1990,Female,Asian,Married or Domestic Partnership,"HS, GED, or equivalent",Receives free or subsidized housing,2,2,,75231,4/1/2019,,0
IRC,160181,2019 Q2,1,11/7/1990,1981-1990,Female,Asian,Married or Domestic Partnership,Less than HS,Rents,2,2,,75067,4/1/2019,,0
IRC,160182,2019 Q2,1,1/1/1999,1991-2000,Female,Asian,Married or Domestic Partnership,Less than HS,Rents,4,3,,75238,4/1/2019,,0
IRC,160183,2019 Q2,1,1/1/1985,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Receives free or subsidized housing,1,0,,75231,4/1/2019,,0
IRC,160184,2019 Q2,1,4/23/1994,1991-2000,Female,Asian,Married or Domestic Partnership,Less than HS,Receives free or subsidized housing,2,1,,75231,4/1/2019,,0
IRC,160185,2019 Q2,1,4/10/1992,1991-2000,Male,Asian,Married or Domestic Partnership,Unknown,Rents,2,1,,75067,4/1/2019,,0
IRC,160186,2019 Q2,1,1/20/1980,1971-1980,Female,Asian,Married or Domestic Partnership,Less than HS,,,,,75238,4/1/2019,,0
IRC,160187,2019 Q2,1,12/20/1997,1991-2000,Female,Asian,Married or Domestic Partnership,Less than HS,Rents,2,1,,75067,4/1/2019,,0
IRC,160188,2019 Q2,1,4/20/2000,1991-2000,Male,Asian,Married or Domestic Partnership,Less than HS,Rents,1,0,,75092,4/1/2019,,0
IRC,160189,2019 Q2,1,1/1/1997,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Receives free or subsidized housing,2,3,,75231,4/1/2019,,0
IRC,160190,2019 Q2,1,1/1/2000,1991-2000,Female,Black or African American,Single,Less than HS,,1,0,,75243,4/1/2019,,0
IRC,160191,2019 Q2,1,1/1/1986,1981-1990,Female,Asian,Single,Unknown,Rents,1,2,,75243,4/1/2019,,0
IRC,160192,2019 Q2,1,1/5/1987,1981-1990,Female,Black or African American,Single,Unknown,,2,0,,75213,4/1/2019,,
IRC,160193,2019 Q2,1,1/27/1987,1981-1990,Female,Black or African American,Single,Bachelor's Degree,,1,3,,75204,4/1/2019,,
IRC,160194,2019 Q2,1,10/20/1993,1991-2000,Female,Asian,Married or Domestic Partnership,"HS, GED, or equivalent",Receives free or subsidized housing,2,1,,75243,4/1/2019,,0
IRC,160195,2019 Q2,1,10/20/1971,1971-1980,Male,Asian,Married or Domestic Partnership,Graduate Degree or above,Receives free or subsidized housing,2,2,,75231,4/1/2019,,
IRC,160196,2019 Q2,1,7/1/1968,1961-1970,Male,White,Single,"HS, GED, or equivalent",Rents,2,,,75093,4/1/2019,,0
JFS,1776866,2019 Q2,1,8/15/1960,1951-1960,Female,White,Unknown,,,,,Unknown,75205,4/1/2019,,99
JFS,1775503,2019 Q2,1,1/5/1964,1961-1970,Female,Other,Married or Domestic Partnership,Unknown,Owns,1,,Unknown,75230,4/1/2019,,99
JFS,1776524,2019 Q2,1,11/9/1960,1951-1960,Male,White,Married or Domestic Partnership,Graduate Degree or above,Owns,2,2,Unknown,75093,4/1/2019,,99
JFS,1759122,2019 Q2,1,8/13/1961,1961-1970,Female,White,Divorced,"Some college, no degree",Rents,1,,Unknown,75093,4/1/2019,,99
JFS,1728133,2019 Q2,1,5/27/1961,1961-1970,Female,White,Married or Domestic Partnership,"Some college, no degree",Owns,4,,Unknown,75230,4/1/2019,,99
JFS,1776327,2019 Q2,1,1/7/1967,1961-1970,Male,White,Married or Domestic Partnership,,Owns,2,4,Unknown,75206,4/1/2019,,99
JFS,1776243,2019 Q2,1,9/4/1962,1961-1970,Female,White,Divorced,,Owns,1,,Unknown,75024,4/1/2019,,99
JFS,1777062,2019 Q2,1,4/19/1968,1961-1970,Female,Asian,Single,,Rents,,,Unknown,75025,4/1/2019,,99
JFS,1776640,2019 Q2,1,1/27/1984,1981-1990,Female,Other,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75080,4/1/2019,,99
JFS,1776127,2019 Q2,1,9/5/1964,1961-1970,Male,White,Unknown,Unknown,Rents,1,,Unknown,75220,4/1/2019,,99
JFS,1777104,2019 Q2,1,12/4/1959,1951-1960,Female,Black or African American,Single,,,,,Unknown,75080,4/1/2019,,99
JFS,1733495,2019 Q2,1,6/14/1951,1951-1960,Male,White,Single,"Some college, no degree",,,,Unknown,75024,4/1/2019,,99
JFS,1759636,2019 Q2,1,1/5/1992,1991-2000,Female,Black or African American,Single,"Some college, no degree",,,,Unknown,75082,4/1/2019,,99
JFS,1724947,2019 Q2,1,4/15/1954,1951-1960,Female,White,Unknown,Unknown,,,,Unknown,75248,4/1/2019,,99
JFS,1776351,2019 Q2,1,,,Female,Unknown,Unknown,Unknown,,,,Unknown,,4/1/2019,,99
JFS,1777000,2019 Q2,1,6/17/1966,1961-1970,Female,White,Unknown,Unknown,,,,Unknown,75048,4/1/2019,,99
JFS,1776617,2019 Q2,1,4/22/1969,1961-1970,Male,Unknown,Unknown,Unknown,Owns,2,3,Unknown,75002,4/1/2019,,99
JFS,1776638,2019 Q2,1,7/28/1961,1961-1970,Female,Black or African American,Single,"HS, GED, or equivalent",,,,Unknown,75238,4/1/2019,,99
JFS,1776567,2019 Q2,1,1/1/1971,1971-1980,Female,Other,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75243,4/1/2019,,99
JFS,1776405,2019 Q2,1,9/9/1998,1991-2000,Male,White,Single,"HS, GED, or equivalent",,,,Unknown,75230,4/1/2019,,99
JFS,1776533,2019 Q2,1,3/29/1964,1961-1970,Female,Hispanic,Divorced,Graduate Degree or above,Owns,1,1,Unknown,75007,4/1/2019,,99
JFS,1776827,2019 Q2,1,1/24/1997,1991-2000,Male,White,Single,"Some college, no degree",Rents,3,,Unknown,75035,4/1/2019,,99
JFS,1776183,2019 Q2,1,9/29/1967,1961-1970,Male,Unknown,Married or Domestic Partnership,Graduate Degree or above,Owns,2,2,Unknown,75248,4/1/2019,,99
JFS,1726852,2019 Q2,1,7/14/1977,1971-1980,Female,White,Divorced,Associate Degree,Rents,1,3,Unknown,75252,4/1/2019,,99
JFS,1727304,2019 Q2,1,6/11/1961,1961-1970,Female,White,Unknown,Unknown,,,,Unknown,75093,4/1/2019,,99
JFS,1728009,2019 Q2,1,10/21/1982,1981-1990,Female,White,Single,,,,,Unknown,75207,4/1/2019,,99
JFS,1729728,2019 Q2,1,1/7/1951,1951-1960,Male,White,Single,,Rents,1,,Unknown,75246,4/1/2019,,99
JFS,1731962,2019 Q2,1,3/27/1978,1971-1980,Female,Unknown,Divorced,,,,,Unknown,75098,4/1/2019,,99
JFS,1743412,2019 Q2,1,1/23/1958,1951-1960,Female,Black or African American,Unknown,Unknown,Rents,1,,Unknown,75150,4/1/2019,,99
JFS,1747462,2019 Q2,1,12/5/1959,1951-1960,Male,White,Unknown,Unknown,,,,Unknown,75010,4/1/2019,,99
JFS,1769520,2019 Q2,1,1/10/1976,1971-1980,Female,Unknown,Married or Domestic Partnership,Graduate Degree or above,Lives with Relatives/Friends,1,5,Unknown,75230,4/1/2019,,99
JFS,1770606,2019 Q2,1,7/30/1963,1961-1970,Male,Black or African American,Widowed,,,,,Unknown,75214,4/1/2019,,99
JFS,1771104,2019 Q2,1,8/18/1970,1961-1970,Female,Hispanic,Divorced,"Some college, no degree",,,,Unknown,75040,4/1/2019,,99
JFS,1774033,2019 Q2,1,4/12/1959,1951-1960,Female,Unknown,Unknown,Unknown,,,,Unknown,75093,4/1/2019,,99
JFS,1775907,2019 Q2,1,6/4/1957,1951-1960,Female,White,Divorced,Graduate Degree or above,,,,Unknown,75093,4/1/2019,,99
JFS,1775922,2019 Q2,1,7/19/1993,1991-2000,Male,Hispanic,Unknown,Unknown,Lives with Relatives/Friends,2,,Unknown,,4/1/2019,,99
JFS,1776035,2019 Q2,1,1/25/1955,1951-1960,Female,White,Single,,,,,Unknown,75248,4/1/2019,,99
JFS,1776042,2019 Q2,1,12/19/1969,1961-1970,Female,Unknown,Unknown,Unknown,Owns,1,2,Unknown,,4/1/2019,,99
JFS,1776046,2019 Q2,1,9/24/1957,1951-1960,Male,White,Married or Domestic Partnership,"Some college, no degree",Owns,2,1,Unknown,75082,4/1/2019,,99
JFS,1776047,2019 Q2,1,8/18/1970,1961-1970,Female,White,Divorced,"HS, GED, or equivalent",,,,Unknown,75040,4/1/2019,,99
JFS,1776132,2019 Q2,1,3/27/1950,1941-1950,Female,White,Unknown,Unknown,,,,Unknown,75072,4/1/2019,,99
JFS,1776173,2019 Q2,1,10/19/1957,1951-1960,Male,White,Divorced,,Owns,1,2,Unknown,75093,4/1/2019,,99
JFS,1776174,2019 Q2,1,8/7/1963,1961-1970,Female,White,Single,,Owns,2,2,Unknown,75287,4/1/2019,,99
JFS,1776184,2019 Q2,1,7/14/1978,1971-1980,Female,Unknown,Unknown,Unknown,,1,3,Unknown,75081,4/1/2019,,99
JFS,1776188,2019 Q2,1,12/18/1956,1951-1960,Female,Black or African American,Married or Domestic Partnership,,,,,Unknown,75094,4/1/2019,,99
JFS,1776216,2019 Q2,1,4/7/1961,1961-1970,Female,Unknown,Separated,"Some college, no degree",,,,Unknown,75243,4/1/2019,,99
JFS,1776217,2019 Q2,1,2/24/1983,1981-1990,Female,Asian,Single,,,,,Unknown,75043,4/1/2019,,99
JFS,1776231,2019 Q2,1,4/1/1965,1961-1970,Female,Other,Divorced,,Rents,1,,Unknown,75063,4/1/2019,,99
JFS,1776242,2019 Q2,1,2/16/1952,1951-1960,Male,White,Divorced,,,1,,Unknown,75216,4/1/2019,,99
JFS,1776247,2019 Q2,1,8/7/1965,1961-1970,Male,White,Married or Domestic Partnership,,Owns,2,3,Unknown,75035,4/1/2019,,99
JFS,1776262,2019 Q2,1,3/29/1985,1981-1990,Male,Black or African American,Married or Domestic Partnership,,Rents,2,2,Unknown,75056,4/1/2019,,99
JFS,1776264,2019 Q2,1,1/31/1994,1991-2000,Male,Unknown,Unknown,Unknown,,,,Unknown,,4/1/2019,,99
JFS,1776323,2019 Q2,1,12/12/1959,1951-1960,Female,White,Married or Domestic Partnership,,,,,Unknown,75248,4/1/2019,,99
JFS,1776331,2019 Q2,1,3/14/1958,1951-1960,Male,White,Single,,Rents,,,Unknown,75287,4/1/2019,,99
JFS,1776358,2019 Q2,1,7/22/1964,1961-1970,Male,White,Unknown,Unknown,,,,Unknown,75254,4/1/2019,,99
JFS,1776404,2019 Q2,1,3/18/1997,1991-2000,Female,White,Married or Domestic Partnership,,,,,Unknown,75093,4/1/2019,,99
JFS,1776415,2019 Q2,1,11/5/1936,1931-1940,Female,White,Single,Graduate Degree or above,Owns,1,,Unknown,75082,4/1/2019,,99
JFS,1776419,2019 Q2,1,10/27/1958,1951-1960,Female,,Divorced,"Some college, no degree",Rents,1,,Unknown,75042,4/1/2019,,99
JFS,1776431,2019 Q2,1,3/8/1994,1991-2000,Female,White,Single,,,,,Unknown,75248,4/1/2019,,99
JFS,1776444,2019 Q2,1,10/4/1963,1961-1970,Female,White,Married or Domestic Partnership,Graduate Degree or above,,,,Unknown,75023,4/1/2019,,99
JFS,1776453,2019 Q2,1,12/8/1974,1971-1980,Male,White,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75252,4/1/2019,,99
JFS,1776463,2019 Q2,1,6/21/1990,1981-1990,Male,Asian,Single,Graduate Degree or above,,,,Unknown,75287,4/1/2019,,99
JFS,1776605,2019 Q2,1,12/10/1958,1951-1960,Female,White,Single,,,,,Unknown,75075,4/1/2019,,99
JFS,1776630,2019 Q2,1,10/16/1966,1961-1970,Female,White,Divorced,"HS, GED, or equivalent",,,,Unknown,75248,4/1/2019,,99
JFS,1776658,2019 Q2,1,6/6/1956,1951-1960,Female,White,Single,Unknown,Receives free or subsidized housing,1,,Unknown,75228,4/1/2019,,99
JFS,1776676,2019 Q2,1,6/24/1958,1951-1960,Female,White,Single,Unknown,Owns,1,,Unknown,75225,4/1/2019,,99
JFS,1776679,2019 Q2,1,10/22/1963,1961-1970,Female,White,Married or Domestic Partnership,,,,,Unknown,75098,4/1/2019,,99
JFS,1776681,2019 Q2,1,3/23/1987,1981-1990,Female,Other,Single,Graduate Degree or above,Lives with Relatives/Friends,2,,Unknown,75044,4/1/2019,,99
JFS,1776747,2019 Q2,1,8/12/1960,1951-1960,Male,Black or African American,Separated,Graduate Degree or above,Rents,,,Unknown,75219,4/1/2019,,99
JFS,1776775,2019 Q2,1,2/3/1961,1961-1970,Female,Black or African American,Single,Associate Degree,,,,Unknown,75086,4/1/2019,,99
JFS,1776777,2019 Q2,1,3/6/1964,1961-1970,Female,Unknown,Unknown,Unknown,,1,,Unknown,75040,4/1/2019,,99
JFS,1776786,2019 Q2,1,5/6/1964,1961-1970,Male,White,Married or Domestic Partnership,"Some college, no degree",Owns,,,Unknown,75056,4/1/2019,,99
JFS,1776789,2019 Q2,1,9/27/1978,1971-1980,Female,Black or African American,Single,"Some college, no degree",,,,Unknown,75228,4/1/2019,,99
JFS,1776795,2019 Q2,1,12/5/1960,1951-1960,Female,Unknown,Unknown,Unknown,Rents,1,,Unknown,75001,4/1/2019,,99
JFS,1776802,2019 Q2,1,2/23/1951,1951-1960,Male,Other,Divorced,"Some college, no degree",,,,Unknown,75080,4/1/2019,,99
JFS,1776807,2019 Q2,1,1/25/1949,1941-1950,Male,White,Married or Domestic Partnership,,Owns,2,,Unknown,76013,4/1/2019,,99
JFS,1776875,2019 Q2,1,7/19/1964,1961-1970,Female,Black or African American,Married or Domestic Partnership,Graduate Degree or above,Owns,2,1,Unknown,75081,4/1/2019,,99
JFS,1776876,2019 Q2,1,3/9/1966,1961-1970,Male,White,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,,Unknown,75023,4/1/2019,,99
JFS,1776880,2019 Q2,1,3/2/1969,1961-1970,Female,Black or African American,Divorced,,Rents,2,,Unknown,75243,4/1/2019,,99
JFS,1776890,2019 Q2,1,1/28/1986,1981-1990,Female,White,Single,Associate Degree,Rents,1,1,Unknown,,4/1/2019,,99
JFS,1776894,2019 Q2,1,7/23/1963,1961-1970,Female,White,Divorced,,Owns,,1,Unknown,75023,4/1/2019,,99
JFS,1776907,2019 Q2,1,6/1/1959,1951-1960,Female,White,Single,"Some college, no degree",Rents,1,,Unknown,75231,4/1/2019,,99
JFS,1776945,2019 Q2,1,6/6/1976,1971-1980,Female,Unknown,Unknown,Unknown,Owns,1,,Unknown,75050,4/1/2019,,99
JFS,1776949,2019 Q2,1,8/20/1960,1951-1960,Female,Unknown,Unknown,Unknown,Rents,2,,Unknown,75007,4/1/2019,,99
JFS,1776983,2019 Q2,1,10/1/1964,1961-1970,Male,White,Single,,Rents,1,,Unknown,75287,4/1/2019,,99
JFS,1727080,2019 Q2,1,4/24/1955,1951-1960,Female,White,Single,"HS, GED, or equivalent",,,,Unknown,75024,4/1/2019,99,99
JFS,1775211,2019 Q2,1,5/28/1957,1951-1960,Female,White,Unknown,Unknown,,,,Unknown,75287,4/1/2019,99,99
JFS,1775805,2019 Q2,1,,,Female,White,Single,"Some college, no degree",,,,Unknown,75230,4/1/2019,99,99
JFS,1775837,2019 Q2,1,4/9/1955,1951-1960,Female,White,Single,,,,,Unknown,75001,4/1/2019,99,99
JFS,1775959,2019 Q2,1,9/19/1978,1971-1980,Female,Asian,Married or Domestic Partnership,,,,,Unknown,76248,4/1/2019,99,99
JFS,1728522,2019 Q2,1,3/28/1984,1981-1990,Female,White,Unknown,Unknown,Owns,1,,Unknown,75248,4/1/2019,99,99
JFS,1743429,2019 Q2,1,,,Female,Asian,Unknown,Unknown,,,,Unknown,75252,4/1/2019,99,99
JFS,1727187,2019 Q2,1,4/4/1946,1941-1950,Female,White,Divorced,"Some college, no degree",,,,Unknown,75001,4/1/2019,99,99
JFS,1775963,2019 Q2,1,9/25/1969,1961-1970,Female,White,Married or Domestic Partnership,Graduate Degree or above,Rents,2,1,Unknown,75069,4/1/2019,99,99
JFS,1775066,2019 Q2,1,3/8/1959,1951-1960,Female,Black or African American,Unknown,Graduate Degree or above,,,,Unknown,75230,4/1/2019,99,99
JFS,1775873,2019 Q2,1,12/5/1983,1981-1990,Male,White,Married or Domestic Partnership,,,,,Unknown,76207,4/1/2019,99,99
JFS,1754137,2019 Q2,1,10/5/1954,1951-1960,Female,Black or African American,Married or Domestic Partnership,,,,,Unknown,75208,4/1/2019,99,99
JFS,1776639,2019 Q2,1,1/1/1970,1961-1970,Male,White,Unknown,,,,,Unknown,,4/1/2019,99,99
JFS,1775812,2019 Q2,1,10/8/1965,1961-1970,Female,White,Divorced,"Some college, no degree",,,,Unknown,75007,4/1/2019,99,99
JFS,1775772,2019 Q2,1,11/6/1964,1961-1970,Female,White,Unknown,,,,,Unknown,75023,4/1/2019,99,99
Metrocrest,1845689,2019 Q2,1,1/27/1992,1991-2000,Female,Hispanic,Divorced,"HS, GED, or equivalent",Receives free or subsidized housing,1,2,No,75287,4/1/2019,,0
Metrocrest,1856811,2019 Q2,1,9/19/1962,1961-1970,Male,Hispanic,Separated,Bachelor's Degree,Rents,2,2,No,75019,4/1/2019,,0
Metrocrest,1871297,2019 Q2,1,11/7/1949,1941-1950,Female,Hispanic,Single,Bachelor's Degree,Receives free or subsidized housing,1,0,No,75234,4/1/2019,,0
Metrocrest,18109653,2019 Q2,1,4/12/1965,1961-1970,Female,Multiple,Single,Unknown,Rents,1,1,No,75006,4/1/2019,,0
Metrocrest,18112217,2019 Q2,1,7/13/1971,1971-1980,Female,White,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,3,0,No,75007,4/1/2019,,0
Metrocrest,18113223,2019 Q2,1,1/27/1982,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,1,No,75010,4/1/2019,,0
Metrocrest,18115623,2019 Q2,1,7/12/1944,1941-1950,Female,Black or African American,Widowed,"HS, GED, or equivalent",Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18118902,2019 Q2,1,6/22/1989,1981-1990,Female,Black or African American,Single,Less than HS,Rents,2,1,No,75287,4/1/2019,,0
Metrocrest,18123498,2019 Q2,1,1/19/1988,1981-1990,Male,White,Single,"HS, GED, or equivalent",Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18124119,2019 Q2,1,5/30/1972,1971-1980,Female,Black or African American,Single,Unknown,Rents,1,0,No,75007,4/1/2019,,0
Metrocrest,18124125,2019 Q2,1,3/23/1993,1991-2000,Male,White,Married or Domestic Partnership,Associate Degree,Rents,2,2,No,75006,4/1/2019,,0
Metrocrest,18124456,2019 Q2,1,4/19/1982,1981-1990,Female,Black or African American,Single,Unknown,Rents,2,3,Yes,75006,4/1/2019,,0
Metrocrest,18124485,2019 Q2,1,6/26/1988,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,1,No,75287,4/1/2019,,0
Metrocrest,18124645,2019 Q2,1,8/20/1993,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,2,No,75006,4/1/2019,,0
Metrocrest,18124712,2019 Q2,1,6/12/1989,1981-1990,Female,Black or African American,Married or Domestic Partnership,Associate Degree,Rents,2,1,No,75287,4/1/2019,,0
Metrocrest,18124763,2019 Q2,1,4/26/1988,1981-1990,Female,White,Single,Bachelor's Degree,Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18124766,2019 Q2,1,10/2/1961,1961-1970,Female,Black or African American,Single,Unknown,Rents,1,0,No,75019,4/1/2019,,0
Metrocrest,18124811,2019 Q2,1,9/9/1980,1971-1980,Female,White,Single,"HS, GED, or equivalent",Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18124865,2019 Q2,1,2/16/1995,1991-2000,Female,White,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,2,No,75006,4/1/2019,,0
Metrocrest,18124902,2019 Q2,1,5/25/1997,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18125017,2019 Q2,1,11/23/1994,1991-2000,Female,Black or African American,Single,Less than HS,Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18125091,2019 Q2,1,11/21/1974,1971-1980,Female,Black or African American,Single,Unknown,Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18125129,2019 Q2,1,8/24/1975,1971-1980,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,2,No,75063,4/1/2019,,0
Metrocrest,18125541,2019 Q2,1,9/26/1971,1971-1980,Female,White,Married or Domestic Partnership,Graduate Degree or above,Rents,1,2,No,75010,4/1/2019,,0
Metrocrest,18125575,2019 Q2,1,7/31/1994,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,0,No,75287,4/1/2019,,0
Metrocrest,18125810,2019 Q2,1,4/10/1981,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,3,No,75287,4/1/2019,,0
Metrocrest,18125973,2019 Q2,1,5/6/1989,1981-1990,Female,Hispanic,Single,Less than HS,Rents,2,1,No,75006,4/1/2019,,0
Metrocrest,18126278,2019 Q2,1,10/1/1956,1951-1960,Female,White,Widowed,Bachelor's Degree,Rents,1,0,No,75056,4/1/2019,,0
WCTC,1959984,2019 Q2,1,7/19/1999,1991-2000,Female,Multiple,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76177,4/1/2019,,0
WCTC,1961739,2019 Q2,1,2/13/1987,1981-1990,Female,Hispanic,Married or Domestic Partnership,Bachelor's Degree,Owns,2,0,No,76036,4/1/2019,,0
WCTC,1962611,2019 Q2,1,12/9/1975,1971-1980,Male,Black or African American,Divorced,"HS, GED, or equivalent",Homeless,0,0,Yes,76110,4/1/2019,,0
WCTC,1961476,2019 Q2,1,6/11/1982,1981-1990,Female,Black or African American,Single,Associate Degree,Rents,1,3,No,75052,4/1/2019,,0
WCTC,1961037,2019 Q2,1,12/8/1982,1981-1990,Female,Black or African American,Separated,Associate Degree,Lives with Relatives/Friends,2,1,No,76135,4/1/2019,,1
WCTC,1961475,2019 Q2,1,1/22/1957,1951-1960,Female,Black or African American,Separated,Associate Degree,Lives with Relatives/Friends,2,0,No,76135,4/1/2019,,0
WCTC,1962022,2019 Q2,1,3/10/1959,1951-1960,Female,Multiple,Divorced,"HS, GED, or equivalent",Homeless,1,,No,76133,4/1/2019,,0
WCTC,1914010,2019 Q2,1,11/25/1982,1981-1990,Female,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",Owns,2,3,No,76112,4/1/2019,,0
WCTC,1959915,2019 Q2,1,5/3/1993,1991-2000,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,3,2,No,76104,4/1/2019,,0
WCTC,1962510,2019 Q2,1,1/11/1954,1951-1960,Female,Unknown,Unknown,Unknown,Rents,1,,Unknown,76132,4/1/2019,,0
WCTC,1961232,2019 Q2,1,8/1/1982,1981-1990,Female,Hispanic,Single,"HS, GED, or equivalent",Rents,1,1,Yes,76111,4/1/2019,,0
WCTC,1961737,2019 Q2,1,2/14/1965,1961-1970,Female,Multiple,Married or Domestic Partnership,Less than HS,Rents,2,,Yes,76110,4/1/2019,,0
WCTC,1962475,2019 Q2,1,10/29/1962,1961-1970,Female,Multiple,Widowed,Bachelor's Degree,Owns,3,,No,76021,4/1/2019,,0
WCTC,1962230,2019 Q2,1,7/1/1997,1991-2000,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,,No,76132,4/1/2019,,0
WCTC,1961980,2019 Q2,1,8/4/1981,1981-1990,Female,Multiple,Married or Domestic Partnership,"HS, GED, or equivalent",Homeless,1,0,Yes,76103,4/1/2019,,0
WCTC,1953847,2019 Q2,1,3/24/1984,1981-1990,Female,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,2,No,76134,4/1/2019,,0
WCTC,1957294,2019 Q2,1,3/30/2000,1991-2000,Female,Multiple,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76179,4/1/2019,,0
WCTC,1961983,2019 Q2,1,9/21/1988,1981-1990,Female,Multiple,Single,Bachelor's Degree,Lives with Relatives/Friends,3,0,No,76012,4/1/2019,,0
WCTC,1962053,2019 Q2,1,6/2/1989,1981-1990,Female,Black or African American,Separated,"HS, GED, or equivalent",Rents,1,3,No,76116,4/1/2019,,1
WCTC,1919399,2019 Q2,1,2/22/1994,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,2,No,76134,4/1/2019,,0
WCTC,1960909,2019 Q2,1,11/5/1999,1991-2000,Female,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,4,,No,76111,4/1/2019,,0
WCTC,1960967,2019 Q2,1,5/9/1986,1981-1990,Female,Hispanic,Separated,Less than HS,Homeless,1,8,Unknown,76119,4/1/2019,,1
WCTC,1960697,2019 Q2,1,10/19/1996,1991-2000,Female,Unknown,Unknown,Unknown,Rents,2,1,Unknown,76018,4/1/2019,,0
WCTC,1961092,2019 Q2,1,4/16/1955,1951-1960,Female,Multiple,Single,Graduate Degree or above,Owns,1,,No,76016,4/1/2019,,0
WCTC,1961686,2019 Q2,1,2/19/1958,1951-1960,Female,Multiple,Married or Domestic Partnership,Bachelor's Degree,Owns,2,1,No,76180,4/1/2019,,0
WCTC,1956915,2019 Q2,1,7/18/1999,1991-2000,Female,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,2,No,76119,4/1/2019,,0
WCTC,1962618,2019 Q2,1,1/25/1989,1981-1990,Female,Multiple,Single,"HS, GED, or equivalent",Rents,1,0,Yes,76116,4/1/2019,,0
WCTC,1952804,2019 Q2,1,12/4/1979,1971-1980,Male,Asian,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76054,4/1/2019,,0
WCTC,1961703,2019 Q2,1,3/20/2000,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,2,No,76132,4/1/2019,,0
